NOM	_1891_1900	_1901_1910	_1911_1920	_1921_1930	_1931_1940	_1941_1950	_1951_1960	_1961_1970	_1971_1980	_1981_1990	_1991_2000
AUSSANDON	2	8	5	3	12	6	5	8	4	1	6
AUSSANT	28	75	57	64	93	122	91	110	109	75	99
AUSSARESSE	0	2	4	5	10	3	2	16	0	1	4
AUSSARESSES	6	13	21	19	16	27	23	12	14	9	8
AUSSAT	0	5	5	6	4	9	2	5	9	1	3
AUSSAVY	11	8	1	10	6	2	12	9	0	11	10
AUSSEDAT	1	3	8	9	6	34	32	16	37	47	25
AUSSEIGNE	7	4	5	5	0	2	6	1	2	1	1
AUSSEIL	31	72	54	62	43	59	51	49	49	37	28
AUSSEINE	2	1	2	3	3	2	4	8	1	3	1
AUSSEL	83	112	101	116	104	121	100	130	106	68	91
AUSSELIN	1	1	3	5	3	2	9	10	7	2	7
AUSSENAC	52	104	63	80	89	106	108	113	109	78	75
AUSSENARD	4	5	0	3	9	6	4	7	3	4	1
AUSSERAY	5	5	4	7	8	3	12	10	6	11	10
AUSSERES	4	1	7	4	1	10	4	1	6	0	2
AUSSERESSE	1	4	5	4	5	2	3	2	1	4	3
AUSSERESSES	2	4	2	7	4	10	7	10	4	1	4
AUSSERRE	3	3	1	9	4	5	5	8	2	4	6
AUSSERT	2	4	6	9	4	10	11	4	15	13	7
AUSSET	53	63	68	104	60	78	100	100	59	73	72
AUSSEUR	5	11	5	11	19	14	25	23	32	20	11
AUSSEURS	2	7	4	3	10	3	5	5	5	3	2
AUSSIBAL	6	11	13	38	16	18	33	29	32	26	19
AUSSIERE	3	8	4	15	4	8	16	2	4	8	1
AUSSIETRE	7	4	5	5	4	6	6	7	3	3	1
AUSSIETTE	4	16	6	13	14	18	18	13	14	9	4
AUSSIGNAC	7	12	11	11	7	11	12	13	8	5	8
AUSSILLOU	7	3	2	7	8	6	8	10	9	4	4
AUSSILLOUS	9	11	12	12	13	19	12	13	13	8	7
AUSSIR	1	2	2	7	0	7	7	1	2	3	1
AUSSIRE	4	5	2	7	7	8	3	2	0	2	0
AUSSOLEIL	5	11	13	8	9	17	7	6	17	4	6
AUSSONNAIRE	5	2	4	3	2	4	0	2	6	0	2
AUSSOURD	27	51	25	52	35	46	81	43	37	63	40
AUSSUDRE	12	23	12	14	16	14	10	25	13	8	22
AUSSURIN	2	3	0	2	7	1	3	11	3	1	9
AUSSY	8	12	12	6	8	16	12	5	10	10	5
AUST	4	4	2	9	4	10	8	9	5	7	7
AUSTASIE	3	1	2	8	1	9	10	9	6	10	6
AUSTER	5	12	9	18	21	12	43	40	32	35	23
AUSTERNAUD	0	4	4	8	2	0	10	6	0	6	5
AUSTIN	6	14	13	17	9	17	40	32	23	33	45
AUSTONI	1	3	4	2	9	8	5	11	4	8	4
AUSTRUI	3	8	3	7	7	14	7	21	10	7	14
AUSTRUIT	2	11	9	5	12	11	4	10	5	7	3
AUSTRUY	64	94	71	130	103	138	124	125	106	105	98
AUSTRY	26	28	20	24	19	16	38	24	12	31	22
AUTAA	1	3	7	3	8	7	7	8	6	8	10
AUTAIN	8	13	16	9	12	18	19	15	21	14	8
AUTAJON	9	4	6	12	10	13	17	12	3	7	7
AUTAL	1	0	4	0	3	6	8	14	21	26	16
AUTALE	0	0	3	7	2	5	13	13	18	16	10
AUTANT	17	20	22	27	29	34	35	33	37	30	16
AUTARD	33	54	49	45	44	48	41	46	36	32	35
AUTE	4	2	11	12	5	21	21	17	15	16	7
AUTEAU	4	1	5	8	5	4	20	5	10	13	1
AUTECHAUD	10	15	8	14	10	19	20	15	14	29	17
AUTEF	20	23	30	32	22	33	34	50	33	33	33
AUTEFAGE	8	19	21	31	15	27	19	19	11	17	12
AUTEFAULT	0	0	4	5	2	6	3	8	2	2	3
AUTEFORT	0	3	6	8	7	18	17	14	13	13	18
AUTELIN	2	0	2	3	1	1	7	3	4	7	5
AUTEM	12	29	15	25	35	32	28	25	30	30	15
AUTENZIO	1	2	6	7	4	6	12	7	13	7	10
AUTER	1	5	11	8	9	8	5	23	6	6	10
AUTERBE	1	3	5	1	5	4	7	1	4	5	1
AUTEREAU	11	4	2	7	3	2	3	1	0	1	0
AUTERI	0	0	0	0	0	1	5	13	8	4	5
AUTERIOUX	2	4	2	1	4	7	5	5	7	2	6
AUTERIVES	2	4	5	3	6	8	10	8	6	10	7
AUTERNAUD	23	18	10	16	15	18	13	16	11	9	18
AUTEROCHE	13	29	11	20	15	16	18	12	14	16	18
AUTES	4	8	4	8	10	6	4	6	3	6	4
AUTESERRES	0	0	0	4	2	0	5	3	4	7	5
AUTESSERRE	4	12	7	10	8	1	9	17	12	2	7
AUTESSIER	2	4	4	4	5	3	6	4	3	3	4
AUTET	11	22	20	25	18	36	40	27	45	37	20
AUTEUIL	0	0	2	3	1	3	5	7	1	4	5
AUTEVILLE	3	6	6	10	9	4	6	4	2	8	1
AUTEXIER	45	42	24	36	37	50	40	51	35	32	38
AUTHA	2	3	2	4	4	7	6	5	4	6	8
AUTHE	4	11	5	3	10	0	5	4	0	7	0
AUTHEBON	6	2	3	6	6	4	11	5	4	7	5
AUTHELET	9	7	6	13	10	17	18	12	18	7	8
AUTHELIN	2	10	2	3	6	7	5	7	2	2	5
AUTHEMAN	30	44	29	30	18	26	32	16	25	23	11
AUTHEMAYOU	5	5	5	6	4	7	9	6	7	5	6
AUTHENAC	9	10	6	16	11	16	9	11	13	14	6
AUTHER	7	4	3	9	4	4	9	8	4	6	11
AUTHESSERRE	4	19	14	13	11	15	12	11	21	10	5
AUTHEVILLE	3	1	7	6	3	6	6	5	6	2	0
AUTHIA	1	4	3	4	8	2	6	3	3	0	0
AUTHIAT	7	13	12	15	15	29	18	15	20	7	15
AUTHIE	47	72	49	70	64	63	75	81	66	52	64
AUTHIER	186	316	249	351	289	379	398	335	307	260	279
AUTHIEVRE	7	6	1	3	4	7	1	1	3	2	3
AUTHOSSERRE	3	6	6	1	7	6	4	3	2	3	6
AUTHOUART	6	13	7	14	18	11	11	31	14	19	15
AUTHY	2	5	3	4	5	0	2	5	1	4	1
AUTIE	22	37	37	38	30	28	44	31	33	50	38
AUTIER	73	102	74	116	91	161	167	143	183	133	114
AUTIERE	1	2	1	2	3	7	12	7	6	5	4
AUTIERI	2	1	0	3	0	2	5	5	6	4	2
AUTIERO	1	5	2	9	4	9	5	7	8	7	5
AUTIN	99	161	144	230	230	209	294	278	237	271	233
AUTIPOUT	5	1	7	10	3	8	9	8	3	3	5
AUTIQUET	12	11	13	5	13	7	10	11	4	10	7
AUTISSIER	82	140	117	141	110	129	163	130	104	99	108
AUTIXIER	17	11	15	8	12	4	13	4	5	6	6
AUTOFAGE	3	3	3	1	4	6	6	3	2	3	2
AUTOGUE	8	6	5	12	2	5	3	4	6	1	4
AUTOMME	0	2	2	1	2	3	3	5	7	1	4
AUTOMNE	0	4	3	0	6	8	3	5	4	5	2
AUTON	7	11	10	14	11	12	18	15	7	15	12
AUTONES	7	6	9	17	16	10	18	17	11	11	23
AUTONNE	2	0	4	9	4	3	7	4	2	3	3
AUTOUARD	2	2	0	2	8	5	7	10	7	8	7
AUTOUR	16	13	14	25	19	14	18	25	7	11	16
AUTOURDE	5	7	5	8	6	9	10	10	7	5	5
AUTRAN	87	123	98	122	122	148	124	125	124	103	91
AUTRAND	19	31	17	25	24	27	26	25	22	11	17
AUTREAU	9	27	16	10	20	35	23	37	28	15	34
AUTREAUX	1	10	9	8	9	25	19	11	28	18	8
AUTREBON	2	2	1	2	5	6	3	7	2	7	0
AUTRECHY	4	2	7	2	5	4	1	4	0	2	2
AUTRET	173	310	286	440	368	462	522	462	478	394	332
AUTREUX	8	11	9	10	13	9	12	7	11	14	6
AUTRIC	14	16	14	12	17	16	15	23	25	16	16
AUTRICQUE	8	6	12	11	10	7	20	9	15	14	10
AUTRIQUE	1	1	5	1	4	7	6	9	1	3	7
AUTRIVE	10	9	12	17	16	17	20	21	18	9	21
AUTROU	4	7	11	5	5	15	5	8	9	5	1
AUTRUSSEAU	8	3	14	10	10	12	19	9	13	20	7
AUTULY	0	1	3	5	2	5	8	9	6	7	9
AUTUN	3	18	12	6	7	10	2	2	0	4	2
AUTUORI	3	1	5	12	4	9	14	21	14	16	19
AUTUORO	0	0	0	0	0	2	4	12	7	6	13
AUTUSSE	0	2	1	3	4	3	3	2	6	2	5
AUVAGE	6	5	10	8	9	13	6	11	6	5	4
AUVAL	0	3	3	1	7	1	8	7	4	9	19
AUVARD	1	10	4	5	11	8	8	21	8	8	17
AUVARO	6	7	6	12	9	5	11	14	7	7	10
AUVE	10	18	15	19	18	19	29	23	34	25	23
AUVERCHAIN	3	2	0	10	1	1	5	3	2	4	3
AUVERDIN	4	5	5	4	2	4	5	6	3	5	2
AUVERGNAS	7	7	7	7	5	11	5	3	5	6	1
AUVERGNAT	8	7	5	8	4	1	7	1	6	1	1
AUVERGNE	35	39	29	46	22	51	49	39	53	32	45
AUVERGNIOT	5	7	3	4	3	0	2	4	1	1	1
AUVERGNON	11	11	3	10	1	7	9	4	12	7	5
AUVERLOT	4	8	12	12	9	15	12	21	8	10	24
AUVERNOIS	1	3	2	1	1	3	9	2	4	4	3
AUVERT	32	50	28	34	43	50	40	47	43	39	39
AUVERTIN	5	1	3	13	7	7	10	10	10	7	2
AUVET	3	10	6	6	8	1	12	7	3	6	1
AUVIE	0	0	2	3	4	2	6	8	4	2	2
AUVIEUX	3	8	3	5	1	9	4	3	3	4	2
AUVIGNE	12	10	16	20	13	24	27	21	29	17	19
AUVILLA	3	8	3	6	4	8	2	4	4	1	0
AUVILLAIN	6	6	3	10	4	6	9	11	11	10	7
AUVILLE	20	27	27	46	37	58	46	55	54	27	46
AUVIN	28	23	29	40	23	47	61	47	52	40	24
AUVINET	77	96	83	137	125	183	247	213	210	211	156
AUVITU	15	22	8	17	16	14	13	17	9	15	17
AUVITY	32	30	33	45	27	37	38	42	42	30	21
AUVOLAT	8	17	8	13	13	15	25	20	15	24	6
AUVRAI	10	7	3	13	6	4	20	16	18	16	9
AUVRARD	7	6	0	5	6	3	5	2	3	6	0
AUVRAY	402	570	563	708	738	894	955	1044	863	747	809
AUVRE	5	10	25	20	35	53	47	50	52	41	28
AUVRET	8	8	10	29	11	14	20	7	20	15	10
AUVRIGNON	5	7	4	10	10	10	13	11	4	16	19
AUVROUIN	0	5	2	6	9	8	8	12	17	8	7
AUVY	0	4	8	6	9	10	24	13	17	16	15
AUXANT	2	6	2	6	6	2	6	7	2	3	4
AUXEMERY	4	8	10	19	8	10	18	12	17	10	9
AUXENFANS	16	16	12	14	27	19	8	31	14	9	17
AUXENFANTS	0	5	6	2	6	14	8	10	13	8	4
AUXEPAULES	2	2	1	9	0	4	11	3	6	9	5
AUXERRE	22	27	21	27	23	21	28	26	34	23	25
AUXIETRE	14	30	18	26	10	24	24	29	18	11	13
AUXIETTE	8	13	10	15	17	14	14	17	14	9	8
AUXION	2	5	7	11	2	6	5	0	1	3	0
AUXIRE	11	14	12	15	13	6	18	20	7	12	11
AUXOUX	0	2	5	6	3	12	10	8	6	9	6
AUZAN	0	1	8	1	5	15	0	7	6	4	10
AUZANCE	7	16	10	12	17	12	20	25	6	15	20
AUZANET	3	6	0	11	9	4	8	13	9	10	9
AUZANNE	4	17	7	9	13	7	16	17	7	15	10
AUZANNEAU	67	128	113	125	149	151	152	176	109	109	125
AUZANNET	11	17	14	35	21	26	42	29	38	33	28
AUZARD	10	19	19	19	12	11	14	8	10	4	4
AUZARY	23	23	23	30	16	23	25	20	16	15	12
AUZAS	26	41	32	48	31	51	50	26	39	45	16
AUZAT	11	16	14	13	11	21	12	15	11	16	8
AUZATE	0	5	11	11	9	12	21	22	26	20	33
AUZEAU	13	17	8	17	19	13	24	31	9	22	25
AUZEBY	10	13	14	17	13	19	14	11	16	10	14
AUZEIL	0	5	2	9	4	3	11	6	2	8	1
AUZEILL	4	5	2	4	1	4	7	5	5	3	6
AUZEINE	2	5	3	5	9	4	7	9	4	5	3
AUZEL	13	18	18	24	18	20	23	25	17	11	15
AUZELLE	11	23	13	19	23	19	18	12	20	16	8
AUZELOUX	3	2	4	4	1	8	5	4	8	1	2
AUZELY	2	2	7	5	3	8	6	2	10	4	2
AUZEMERIE	1	3	5	3	4	3	6	0	4	5	1
AUZEMERY	17	34	28	35	38	33	42	41	43	22	32
AUZENAT	0	4	2	3	3	1	3	4	4	1	5
AUZENDE	7	11	5	12	11	9	6	12	13	6	9
AUZENEAU	1	2	5	3	6	7	6	8	5	5	7
AUZENET	5	13	15	9	10	18	10	10	13	14	3
AUZEPY	21	12	12	16	17	18	14	12	6	15	13
AUZER	3	3	3	11	5	13	7	7	5	4	6
AUZERAIS	15	9	5	18	16	8	18	23	14	8	18
AUZERAL	7	9	11	7	12	13	17	20	17	12	19
AUZEREAU	3	2	1	3	1	8	6	6	14	4	5
AUZERIC	2	5	5	5	4	8	14	8	14	14	11
AUZERO	3	4	4	10	6	3	14	6	3	1	1
AUZET	28	53	33	33	41	60	34	53	45	29	35
AUZEVILLE	0	13	6	4	6	4	11	5	9	8	3
AUZI	4	12	5	8	5	10	10	11	6	5	3
AUZIAS	30	39	39	38	36	46	46	47	31	46	46
AUZIE	2	9	7	2	7	13	7	8	9	6	6
AUZIECH	0	9	6	6	3	6	6	4	6	2	3
AUZIER	2	3	6	12	7	13	12	11	6	2	8
AUZIERE	18	10	10	19	9	14	13	9	12	10	11
AUZIES	2	2	6	8	3	6	4	0	3	4	3
AUZILHON	6	1	5	11	10	9	12	5	8	7	7
AUZILLON	4	16	8	9	16	13	15	14	10	12	4
AUZIMOUR	0	0	3	4	2	2	1	3	9	6	5
AUZIZEAU	2	1	5	2	3	2	9	9	8	3	4
AUZOLAT	12	9	7	11	12	6	8	13	7	13	6
AUZOLE	8	5	6	9	6	11	7	3	6	1	3
AUZOLES	4	5	2	3	5	12	8	13	14	7	4
AUZOLLE	22	40	30	37	38	53	37	46	37	38	28
AUZOLLES	2	4	2	2	12	11	6	17	9	11	9
AUZON	2	6	6	8	6	5	7	7	5	10	11
AUZONNE	1	4	4	1	3	5	3	3	1	5	2
AUZOU	73	114	130	191	151	194	277	212	189	223	159
AUZOULAT	4	3	2	5	2	4	4	2	3	0	2
AUZOULT	1	3	6	1	4	11	3	9	6	7	10
AUZOUT	1	11	6	12	8	1	8	11	4	3	2
AUZOUX	30	44	41	55	53	70	73	69	71	54	59
AUZQUI	9	9	4	1	1	5	2	0	1	5	2
AUZUECH	5	7	0	8	21	5	7	28	13	10	20
AUZUREAU	3	6	8	5	7	14	6	7	5	15	8
AUZURET	15	23	7	14	7	16	14	8	11	11	2
AUZY	2	6	9	9	7	10	4	9	5	0	5
AVABY	0	3	3	5	16	7	20	32	15	10	27
AVAGNINA	3	5	1	1	4	5	7	5	7	7	2
AVAGOT	4	6	1	7	5	4	4	4	0	0	3
AVAKIAN	0	0	0	23	47	40	39	23	25	43	46
AVAL	2	3	5	4	3	4	3	0	5	1	1
AVALLART	2	3	3	1	1	7	5	3	8	2	2
AVALLE	2	11	8	11	13	16	10	22	12	10	18
AVALLET	10	24	22	23	21	30	25	20	23	16	16
AVALLONE	5	16	17	19	13	8	16	24	14	16	16
AVAN	6	3	2	12	10	3	11	7	7	19	18
AVANANDE	0	0	4	1	0	3	1	3	10	5	9
AVANCINI	0	0	0	2	6	2	6	10	4	6	3
AVANDETTO	0	1	0	2	9	9	6	5	7	7	3
AVANTHEY	0	6	4	5	4	5	5	4	0	6	1
AVANTURIER	3	9	6	7	12	15	6	9	7	5	7
AVANZATO	0	0	0	2	3	4	8	20	13	17	11
AVANZI	0	6	9	12	11	10	30	15	14	12	12
AVANZINI	4	7	5	6	10	18	25	21	15	31	11
AVARA ATCHIMBA	0	1	0	0	9	0	9	14	5	8	8
AVARD	11	18	15	24	19	14	9	16	8	0	4
AVARE	13	5	11	10	6	8	8	8	8	4	9
AVARELLO	0	0	0	0	4	7	17	29	38	21	16
AVARGUES	0	0	0	0	0	1	2	18	21	15	24
AVARGUEZ	0	0	0	0	0	0	0	15	12	13	15
AVARO	5	1	0	4	4	1	2	11	9	7	13
AVARRE	7	17	11	13	18	16	13	14	17	14	2
AVART	19	24	16	33	37	38	43	50	37	48	27
AVAULEE	4	5	3	1	6	1	3	6	5	2	6
AVAZERI	20	25	19	47	27	34	35	47	36	30	39
AVCI	0	0	0	0	0	0	0	1	52	154	189
AVCU	0	0	0	0	0	0	0	0	4	10	19
AVDJIAN	0	0	0	6	9	6	14	6	8	7	6
AVE	22	28	21	33	26	43	40	40	36	39	27
AVEAUX	6	3	5	5	7	7	14	8	5	6	2
AVEDIAN	0	0	0	7	11	11	3	7	7	12	7
AVEDIKIAN	0	0	0	14	31	18	8	10	8	21	21
AVEDISSIAN	0	0	1	37	45	25	16	34	24	23	23
AVEILLA	2	2	4	3	4	4	8	4	4	11	4
AVEILLAN	0	0	0	0	0	1	4	13	13	6	11
AVEILLE	3	3	4	2	3	1	7	4	3	0	2
AVEL	16	25	17	20	13	25	22	10	19	17	12
AVELAN	2	8	9	6	10	5	16	4	4	7	4
AVELANGE	6	16	8	11	22	37	49	61	60	38	39
AVELEZ	0	0	0	0	0	0	2	9	6	15	11
AVELIN	8	6	9	5	10	20	10	20	16	12	22
AVELINE	141	183	174	260	237	284	300	355	258	294	239
AVELINO	1	0	1	3	6	3	8	19	15	15	16
AVELLA	3	14	9	12	7	16	30	28	24	42	22
AVELLAN	5	1	6	8	11	5	13	39	31	27	39
AVELLANA	0	0	0	0	4	4	8	4	4	5	3
AVELLANEDA	0	0	0	4	5	5	23	69	43	48	50
AVELLANO	1	2	0	3	5	6	3	4	6	2	6
AVELLINO	2	1	3	0	0	0	6	6	8	5	6
AVELOT	6	7	6	6	9	4	3	7	1	4	1
AVENA	12	26	22	43	30	29	47	37	28	25	28
AVENAL	3	4	0	5	2	2	7	0	2	3	4
AVENANT	13	20	16	27	26	21	31	38	23	24	17
AVENARD	31	49	28	74	60	62	70	70	82	52	49
AVENAS	28	34	26	56	29	62	64	57	52	48	39
AVENDANO	0	0	4	1	0	5	3	3	6	5	6
AVENEAU	10	8	6	25	18	22	21	24	21	14	12
AVENEL	180	288	261	404	354	455	554	528	436	469	354
AVENET	31	39	43	50	47	50	63	53	51	54	43
AVENIA	0	1	0	0	1	0	5	17	13	6	19
AVENIER	21	34	19	25	28	27	29	28	32	28	17
AVENIER-BODION	0	1	6	1	3	7	3	2	2	5	8
AVENIERE	3	9	4	11	10	9	14	10	4	3	9
AVENIN	7	11	7	14	19	12	9	12	3	11	7
AVENNE	1	7	1	4	9	4	4	8	3	5	8
AVENOSO	0	0	0	0	3	9	20	12	18	7	11
AVENTIN	7	12	14	15	15	23	20	31	23	13	24
AVENTINI	1	8	1	6	5	13	12	11	17	15	6
AVENTURIER	4	5	6	10	8	9	4	13	6	1	13
AVENTURIN	0	3	9	8	5	6	17	17	16	11	8
AVEQUE	2	10	5	4	8	1	3	3	3	1	3
AVEQUIN	2	7	1	8	4	6	5	13	10	3	5
AVERADERE	1	4	4	4	1	5	6	0	4	2	0
AVERAN	2	4	6	5	6	3	5	2	4	2	3
AVEREDE	4	5	4	3	5	2	3	10	2	3	7
AVERLAN	8	5	8	9	6	10	19	12	16	6	10
AVERLAND	3	9	12	6	11	20	2	26	26	6	23
AVERLANT	30	28	31	54	54	67	97	80	65	86	65
AVERLY	3	2	1	5	6	9	9	6	10	2	2
AVERNA	0	0	0	2	1	4	14	6	7	8	10
AVERNE	1	18	16	16	16	15	21	29	18	26	27
AVEROS	10	5	3	7	2	3	1	3	2	0	0
AVEROUS	53	84	63	65	71	108	100	94	97	74	60
AVEROUX	4	9	10	1	2	14	9	12	4	8	5
AVERSA	4	7	5	14	12	15	19	21	23	23	19
AVERSANO	0	7	14	1	4	5	7	13	11	15	12
AVERSENC	7	12	4	13	8	8	11	14	5	9	6
AVERSENG	11	20	29	23	36	46	51	61	47	37	45
AVERSENQ	25	39	31	41	36	38	64	33	39	39	28
AVERSO	1	0	0	0	0	0	2	6	4	9	9
AVERT	3	8	6	21	12	12	19	17	15	23	18
AVERTIN	2	4	2	8	5	6	10	6	10	5	1
AVERTIS	1	3	2	4	0	7	4	2	3	4	1
AVERTON	6	10	5	8	3	7	6	4	5	0	1
AVERTY	75	143	127	160	193	261	297	294	267	244	205
AVESQUE	23	35	32	33	30	44	27	32	24	28	11
AVET	20	30	36	39	46	74	67	62	61	46	61
AVET-L OISEAU	4	7	1	6	4	6	3	5	2	0	0
AVET-LE-VEUF	4	5	5	7	3	14	10	7	7	4	3
AVETAND	0	0	2	4	4	6	5	5	3	10	6
AVETTAND-FENOEL	0	7	2	0	2	9	4	1	6	4	3
AVETTAND-NICOUD	1	0	7	6	4	3	5	7	5	2	1
AVEZ	36	42	40	71	60	50	79	79	57	79	75
AVEZAC	11	7	11	21	19	14	24	12	12	12	2
AVEZARD	34	29	38	39	41	54	65	70	41	64	62
AVEZOU	19	36	32	32	46	53	42	53	49	29	34
AVI	8	9	12	8	15	12	7	19	10	8	10
AVIAN	0	0	0	4	5	6	6	7	6	9	4
AVIAS	18	27	35	43	25	31	42	37	24	32	30
AVIAT	11	9	8	20	10	12	22	13	17	12	15
AVICE	53	90	61	120	110	146	169	177	128	152	133
AVICEAU	3	3	1	5	6	1	2	4	3	4	4
AVID	4	6	2	7	9	7	3	16	9	5	12
AVIDE	1	1	5	6	7	5	5	7	5	3	4
AVIDOR	0	0	1	5	5	3	5	5	4	2	4
AVIEGNE	4	7	11	10	6	13	20	25	15	9	16
AVIENGNE	5	4	6	3	2	6	4	1	1	0	2
AVIER	6	5	3	9	4	10	13	6	9	10	8
AVIERINOS	2	2	1	2	1	5	4	4	7	2	0
AVIET	10	11	10	21	10	19	15	15	12	8	10
AVIEZ	9	17	3	6	14	5	11	23	3	13	22
AVIGDOR	1	1	5	1	4	12	5	4	5	3	1
AVIGNANT	8	15	9	14	8	11	19	10	10	9	9
AVIGNI	4	3	2	3	3	2	14	2	8	13	2
AVIGNON	160	235	218	284	302	294	322	392	252	275	279
AVIGNONE	0	0	1	2	7	0	4	16	2	7	4
AVILA	5	5	5	21	15	30	39	114	103	100	81
AVILES	0	0	13	16	23	54	56	93	72	56	58
AVILON	0	0	2	3	0	3	5	4	11	8	8
AVINAIN	10	25	17	24	14	23	29	24	17	11	16
AVINE	1	2	0	2	2	5	3	3	8	1	4
AVINEE	0	2	0	4	1	7	5	7	5	9	4
AVINEL	1	5	4	10	5	9	7	6	10	5	10
AVINEN	5	6	1	2	2	5	5	1	5	3	0
AVINENC	7	3	10	6	4	7	2	9	3	1	9
AVINENS	11	17	25	36	20	25	29	22	29	29	15
AVINENT	5	5	2	6	3	3	5	3	6	4	2
AVINES	1	3	1	5	8	15	20	19	4	13	6
AVININ	12	22	18	17	24	29	29	22	24	31	20
AVINIO	0	0	0	0	6	6	9	11	8	8	9
AVINO	0	1	2	3	2	4	3	4	6	6	4
AVIO	0	3	1	0	4	4	5	10	8	2	4
AVIOLAT	2	3	0	6	4	4	6	2	2	7	2
AVIOTTE	6	1	2	9	3	12	19	5	17	12	7
AVIRAGNET	5	1	1	3	2	2	6	4	4	1	1
AVIRON	2	8	10	12	16	13	27	23	29	18	7
AVIS	8	25	18	17	13	32	27	21	31	21	24
AVISARD	0	1	4	1	4	6	6	14	4	3	3
AVISOU	6	3	8	6	11	5	10	11	8	1	5
AVISSE	75	130	144	177	145	211	210	212	196	186	160
AVISSEAU	4	17	13	10	15	14	17	11	7	8	11
AVIT	31	63	68	67	50	66	91	80	59	55	73
AVITABILE	0	5	6	5	1	5	8	8	6	9	12
AVIX	2	1	0	3	4	4	0	19	7	3	17
AVIZOU	25	22	16	35	24	27	22	29	25	21	13
AVOCAT	7	11	15	17	17	22	20	23	15	15	22
AVOGADRO	6	5	3	11	22	18	48	53	15	36	36
AVOIE	5	5	6	7	2	11	5	6	7	1	3
AVOINE	51	48	53	72	76	63	96	80	65	61	79
AVOIRON	6	4	2	3	2	4	8	3	0	8	7
AVOIS	0	8	8	1	5	9	3	10	5	5	4
AVOL	5	2	3	6	0	3	7	2	3	4	1
AVOLA	0	0	0	0	0	0	2	20	20	9	8
AVOLEDO	0	0	0	1	4	11	23	11	9	14	5
AVOLIO	0	2	0	5	2	4	10	17	13	10	11
AVON	74	138	106	115	122	164	100	160	128	99	107
AVOND	27	31	18	42	23	36	32	30	32	23	28
AVONDE	10	16	26	27	24	38	46	37	47	41	39
AVONDET	1	5	2	7	2	3	3	4	2	0	4
AVONDO	9	31	26	11	31	33	34	21	28	25	18
AVONS	3	5	7	5	7	6	8	8	3	7	6
AVONS-BARIOT	6	7	2	7	7	4	12	2	4	8	4
AVONT	8	0	2	7	6	8	13	13	9	10	12
AVONTS	0	5	6	5	6	5	11	6	9	12	4
AVONTURE	1	3	6	2	8	13	6	19	14	9	20
AVORTE	3	9	9	2	4	9	9	0	4	1	3
AVOSCAN	0	0	0	7	5	4	5	22	5	8	6
AVOSSA	0	12	6	7	10	11	8	7	6	11	4
AVOT	15	25	14	33	39	41	46	44	53	54	32
AVOUAC	9	34	36	24	28	27	28	32	21	19	28
AVOUSTIN	0	0	1	0	0	0	1	10	4	2	17
AVOYNE	3	2	2	7	10	11	9	14	14	6	10
AVRAIN	16	20	33	26	20	44	50	33	45	24	21
AVRAM	1	7	10	11	10	14	11	11	19	10	8
AVRAMOVIC	0	0	0	0	0	0	0	7	11	13	16
AVRANCHE	4	6	15	10	19	15	18	24	20	19	27
AVRARD	3	10	13	12	7	6	17	11	8	14	9
AVRE	1	1	2	4	5	1	6	4	10	8	2
AVRIAL	4	3	2	5	3	3	2	5	4	4	3
AVRIL	382	649	611	907	751	988	1191	1177	990	1041	860
AVRILA	2	13	23	15	21	30	33	41	39	34	38
AVRILLA	4	4	8	13	11	14	14	11	14	12	6
AVRILLAS	1	2	2	12	4	4	16	6	12	8	11
AVRILLAUD	16	21	4	25	23	26	38	26	33	22	28
AVRILLAULT	2	5	3	6	3	9	10	7	12	8	10
AVRILLEAU	16	16	13	30	13	27	37	46	19	32	27
AVRILLEUX	1	0	3	4	2	3	12	4	6	10	7
AVRILLIER	21	27	36	30	32	36	47	32	25	32	31
AVRILLIER-GRANGE	0	6	2	8	5	9	7	6	8	2	2
AVRILLON	48	84	83	107	109	116	150	149	101	124	117
AVRILLON DIT A JEAN ANTOINE	0	1	0	1	3	3	2	13	4	3	8
AVRIN	2	7	7	2	9	13	13	12	4	6	11
AVRIT	4	7	2	14	14	12	15	18	17	2	12
AVRON	8	0	8	7	1	11	7	2	8	8	5
AVRONS	0	4	5	3	18	15	15	16	9	18	12
AVRONSART	14	18	13	32	23	20	34	27	29	15	19
AVRY	13	23	23	29	18	37	38	45	20	36	34
AVSAR	0	0	0	0	0	0	0	0	6	11	20
AVUNDO	1	4	1	8	6	13	11	11	15	5	8
AVY	30	41	25	47	48	39	56	48	53	44	36
AVYN	0	1	2	1	5	5	1	9	3	0	3
AW	0	0	0	0	0	2	4	4	25	42	45
AWAD	0	0	2	1	3	6	12	11	16	67	61
AWADA	0	0	0	0	0	0	0	0	2	12	16
AWANZINO	0	0	0	3	2	3	11	3	5	8	3
AWASAI	0	0	0	0	0	0	1	1	8	11	19
AWENKINA	0	0	0	0	0	0	0	3	3	8	18
AWIGNANO	2	0	3	5	3	5	7	12	10	9	10
AXEL	0	2	2	7	2	11	9	2	14	7	4
AXELRAD	0	1	1	0	5	9	5	9	6	7	6
AXER	1	0	0	1	0	3	8	1	11	7	4
AXILAIS	0	3	0	3	6	1	6	3	4	2	5
AXISA	0	0	0	0	1	1	9	20	23	15	10
AXISSA	0	0	0	0	0	0	0	16	3	9	5
AXTERS	3	1	7	6	2	9	6	7	5	5	8
